poem_id,book_name,count,title,verses,verse_number,label,poet
347,دوبیتی‌ها,347,دوبیتی شمارهٔ ۳۴۷,"دل شاد از دل زارش خبر نی / تن سالم زبیمارش خبر نی
نه تقصیره که این رسم قدیمه / که آزاد از گرفتارش خبر نی
",2,dobeyti,babataher
348,دوبیتی‌ها,348,دوبیتی شمارهٔ ۳۴۸,"ته که دور از منی دل در برم نی / هوایی غیر وصلت در سرم نی
بجانت دلبرا کز هر دو عالم / تمنای دگر جز دلبرم نی
",2,dobeyti,babataher
349,دوبیتی‌ها,349,دوبیتی شمارهٔ ۳۴۹,"دلی چون مو بغم اندوته ای نی / زری چون جان مو در بوته‌ای نی
بجز شمعم ببالین همدمی نه / که یار سوته دل جز سوته‌ای نی
",2,dobeyti,babataher
350,دوبیتی‌ها,350,دوبیتی شمارهٔ ۳۵۰,"زدل مهر تو ای مه رفتنی نی / غم عشقت بهر کس گفتنی نی
ولیکن شعله مهر و محبت / میان مردمان بنهفتنی نی
",2,dobeyti,babataher
351,دوبیتی‌ها,351,دوبیتی شمارهٔ ۳۵۱,"مو آن باز سفیدم همدانی / لانه در کوه دارم سایبانی
به بال خود پرم کوهان به کوهان / به چنگ خود کرم نخجیر بانی
",2,dobeyti,babataher
352,دوبیتی‌ها,352,دوبیتی شمارهٔ ۳۵۲,"گرم خوانی ورم رانی ته دانی / گرم درتش بسوزانی ته دانی
ورم بر سر زنی الوند و میمند / همی واجم خدا جانی ته دانی
",2,dobeyti,babataher
353,دوبیتی‌ها,353,دوبیتی شمارهٔ ۳۵۳,"هر آن کالوند دامان مو نشانی / دامان از هر دو عالم در کشانی
اشک خونین پاشم از راه الوند / تا که دلبر بپایش برفشانی
",2,dobeyti,babataher
354,دوبیتی‌ها,354,دوبیتی شمارهٔ ۳۵۴,"بیته یکدم دلم خرم نمانی / اگر رویت بوینم غم نمانی
اگر درد دلم قسمت نمایند / دلی بی غم درین عالم نمانی
",2,dobeyti,babataher
355,دوبیتی‌ها,355,دوبیتی شمارهٔ ۳۵۵,"من دل سوته را لایق ندونی / که در دیوان عشاقت بخونی
هزارون بارم از خونی ببو کم / ز تو زیرا که بحر بیکرونی
",2,dobeyti,babataher
356,دوبیتی‌ها,356,دوبیتی شمارهٔ ۳۵۶,"بمیرم تا ته چشم‌تر نبینی / شرار آه پر آذر نبینی
چنانم آتش عشقت بسوجه / که از مو مشت خاکستر نبینی
",2,dobeyti,babataher
357,دوبیتی‌ها,357,دوبیتی شمارهٔ ۳۵۷,"به قبرستان گذر کردم صباحی / شنیدم ناله و افغان و آهی
شنیدم کله‌ای با خاک می‌گفت / که این دنیا نمی‌ارزد بکاهی
",2,dobeyti,babataher
358,دوبیتی‌ها,358,دوبیتی شمارهٔ ۳۵۸,"بنادانی گرفتم کوره راهی / ندانستم که می‌افتم بچاهی
بدل گفتم رفیقی تا به منزل / ندانستم رفیق نیمه راهی
",2,dobeyti,babataher
359,دوبیتی‌ها,359,دوبیتی شمارهٔ ۳۵۹,"ته که خورشید اوج دلربایی / چنین بیرحم و سنگین دل چرایی
به اول آنهمه مهر و محبت / به آخر راه و رسم بی وفایی
",2,dobeyti,babataher
360,دوبیتی‌ها,360,دوبیتی شمارهٔ ۳۶۰,"نگار تازه خیز ما کجایی / بچشمان سرمه ریز ما کجایی
نفس بر سینهٔ طاهر رسیده / دم رفتن عزیز ما کجایی
",2,dobeyti,babataher
361,دوبیتی‌ها,361,دوبیتی شمارهٔ ۳۶۱,"ته که نوشم نه‌ای نیشم چرایی / ته که یارم نه‌ای پیشم چرایی
ته که مرهم نه‌ای بر داغ ریشم / نمک پاش دل ریشم چرایی
",2,dobeyti,babataher
362,دوبیتی‌ها,362,دوبیتی شمارهٔ ۳۶۲,"ز دل بیرون نبجتم ناله نایی / ز مژگان تر مو ژاله نایی
شوی نایه که مو خوابت بوینم / به بخت مو به چشم لاله نایی
",2,dobeyti,babataher
363,دوبیتی‌ها,363,دوبیتی شمارهٔ ۳۶۳,"عزیزون از غم و درد جدایی / به چشمونم نمانده روشنایی
گرفتارم بدام غربت و درد / نه یار و همدمی نه آشنائیی
",2,dobeyti,babataher
364,دوبیتی‌ها,364,دوبیتی شمارهٔ ۳۶۴,"پی مرگ نکویان گل نرویی / دگر رویی نه رنگش بی نه بویی
ز خود رو هیچ حاصل برنخیزد / بجز بدنامی و بی‌آبرویی
",2,dobeyti,babataher
365,دوبیتی‌ها,365,دوبیتی شمارهٔ ۳۶۵,"مو احوالم خرابه گر تو جویی / جگر بندم کبابه گر تو جویی
ته که رفتی و یار نو گرفتی / قیامت هم حسابه گر تو جویی
",2,dobeyti,babataher
366,دوبیتی‌ها,366,دوبیتی شمارهٔ ۳۶۶,"به جز این مو ندارم آرزویی / که باشد همدم مو لاله‌رویی
اگر درد دلم واجم به کوهان / دگر در کوهساران گل نرویی
",2,dobeyti,babataher
367,قصاید,1,باباطاهر - قصیده,"بتا تا زار چون تو دلبرستم / بتن عود و بسینه مجمرستم
اگر جز مهر تو اندر دلم بی / به هفتاد و دو ملت کافرستم
اگر روزی دو صد بارت بوینم / همی مشتاق بار دیگرستم
فراق لاله رویان سوته دیلم / وز ایشان در رگ جان نشترستم
منم آن شاخه بر نخل محبت / که حسرت سایه و محنت برستم
نه کار آخرت کردم نه دنیا / یکی بی سایه نخل بی‌برستم
نه خور نه خواب بیتو گویی / به پیکر هر سر مو خنجرستم
جدا از تو به حور و خلد و طوبی / اگر خورسند گردم کافرستم
چو شمعم گر سراندازند صدبار / فروزنده‌تر و روشن ترستم
مرا از آتش دوزخ چه غم بی / که دوزخ جزوی از خاکسترستم
سمندر وش میان آتش هجر / پریشان مرغ بی‌بال و پرستم
درین دیرم چنان مظلوم و مغموم / چو طفل بی پدر بی مادرستم
نمی‌گیرد کسم هرگز به چیزی / درین عالم ز هر کس کمترستم
بیک ناله بسوجم هر دو عالم / که از سوز جگر خنیاگرستم
ببالینم همه الماس سوده / همه خار و خسک در بسترستم
مثال کافرم در مومنستان / چو مؤمن در میان کافرستم
همه سوجم همه سوجم همه سوج / بگرمی چون فروزان اخگرستم
رخ تو آفتاب و مو چو حربا / و یا پژمان گل نیلوفرستم
بملک عشق روح بی‌نشانم / بشهر دل یکی صورت پرستم
رخش تا کرده در دل جلوه از مهر / بخوبی آفتاب خاورستم
بمیر ای دل که آسایش بیابی / که مو تا جان ندادم وانرستم
من از روز ازل طاهر بزادم / ازین رو نام بابا طاهرستم
",22,ghaside,babataher
368,غزلیات,1,باباطاهر - غزل,"دلا در عشق تو صد دفترستم / که صد دفتر ز کونین ازبرستم
منم آن بلبل گل ناشکفته / که آذر در ته خاکسترستم
دلم سوجه ز غصه وربریجه / جفای دوست را خواهان ترستم
مو آن عودم میان آتشستان / که این نه آسمانها مجمرستم
شد از نیل غم و ماتم دلم خون / بچهره خوشتر از نیلوفرستم
درین آلاله در کویش چو گلخن / بداغ دل چو سوزان اخگرستم
نه زورستم که با دشمن ستیزم / نه بهر دوستان سیم و زرستم
ز دوران گرچه پر بی جام عیشم / ولی بی دوست خونین ساغرستم
چرم دایم درین مرز و درین کشت / که مرغ خوگر باغ و برستم
منم طاهر که از عشق نکویان / دلی لبریز خون اندر برستم
",10,ghazal,babataher
